from_title,from_date,to_title,to_date,years_between,long_shift_score,sentiment_delta,from_stance,to_stance,from_prediction_style,to_prediction_style,increased_themes,decreased_themes,explanation
On the Couch,2016-01-14,You Bet!,2026-03-24,10.2,0.1763,0.2601,constructive,constructive,forecasting,forecasting,"uncertainty (+0.77), prediction (+0.40)","rates (-8.48), macro (-6.60), credit (-6.40)","later memo is materially more constructive / bullish in tone; greater emphasis on uncertainty (+0.77), prediction (+0.40); less emphasis on rates (-8.48), macro (-6.60), credit (-6.40)"
bubble.com,2000-01-02,Dare to Be Great II,2014-04-08,14.3,0.1762,0.337,constructive,constructive,forecasting,forecasting,"risk (+9.87), prediction (+3.20), credit (+1.60)","technology_ai (-6.85), valuation (-5.22), psychology (-0.83)","later memo is materially more constructive / bullish in tone; greater emphasis on risk (+9.87), prediction (+3.20), credit (+1.60); less emphasis on technology_ai (-6.85), valuation (-5.22), psychology (-0.83)"
Plan B,2008-09-24,Knowledge of the Future,2020-04-14,11.6,0.176,0.4196,constructive,constructive,forecasting,forecasting,"rates (+5.83), macro (+3.81), prediction (+1.25)","valuation (-2.02), credit (-1.42), uncertainty (-0.33)","later memo is materially more constructive / bullish in tone; greater emphasis on rates (+5.83), macro (+3.81), prediction (+1.25); less emphasis on valuation (-2.02), credit (-1.42), uncertainty (-0.33)"
So Much That’s False and Nutty,2009-07-08,On Bubble Watch,2025-01-02,15.5,0.1758,-0.2889,alarmed,alarmed,warning,warning,"technology_ai (+3.32), valuation (+2.31), macro (+1.93)","risk (-13.10), credit (-7.33), prediction (-0.90)","later memo is materially more defensive / bearish in tone; greater emphasis on technology_ai (+3.32), valuation (+2.31), macro (+1.93); less emphasis on risk (-13.10), credit (-7.33), prediction (-0.90)"
Risk Revisited Again,2015-06-08,Ruminating on Asset Allocation,2024-10-22,9.4,0.1758,0.1152,constructive,constructive,warning,warning,"credit (+12.55), valuation (+6.38), rates (+1.55)","risk (-4.92), psychology (-0.52), uncertainty (-0.37)","greater emphasis on credit (+12.55), valuation (+6.38), rates (+1.55); less emphasis on risk (-4.92), psychology (-0.52), uncertainty (-0.37)"
What Can We Do For You?,2012-01-10,2020 in Review,2021-03-04,9.1,0.1756,0.4531,opportunistic,opportunistic,forecasting,forecasting,"rates (+4.90), credit (+4.55), macro (+1.87)","risk (-3.04), psychology (-2.26), valuation (-2.14)","later memo is materially more constructive / bullish in tone; greater emphasis on rates (+4.90), credit (+4.55), macro (+1.87); less emphasis on risk (-3.04), psychology (-2.26), valuation (-2.14)"
Who Knew?,1998-01-08,Tell Me I’m Wrong,2010-01-22,12.0,0.1755,-0.116,constructive,opportunistic,forecasting,forecasting,"rates (+7.38), macro (+4.39), politics (+3.38)","psychology (-2.22), uncertainty (-1.72), cycles (-1.00)","stance moves from constructive to opportunistic; greater emphasis on rates (+7.38), macro (+4.39), politics (+3.38); less emphasis on psychology (-2.22), uncertainty (-1.72), cycles (-1.00)"
Safety First . . . But Where?,2001-04-10,Dare to Be Great,2006-09-07,5.4,0.1754,-0.0495,opportunistic,constructive,forecasting,forecasting,credit (+2.81),"valuation (-5.92), macro (-3.17), technology_ai (-1.43)","stance moves from opportunistic to constructive; greater emphasis on credit (+2.81); less emphasis on valuation (-5.92), macro (-3.17), technology_ai (-1.43)"
Pigweed,2006-12-07,Risk Revisited Again,2015-06-08,8.5,0.1754,-0.3921,constructive,constructive,warning,warning,"risk (+12.33), prediction (+4.37), uncertainty (+0.82)","valuation (-1.24), credit (-0.43)","later memo is materially more defensive / bearish in tone; greater emphasis on risk (+12.33), prediction (+4.37), uncertainty (+0.82); less emphasis on valuation (-1.24), credit (-0.43)"
The Lessons of Oil,2014-12-18,2020 in Review,2021-03-04,6.2,0.1751,-0.0484,opportunistic,opportunistic,forecasting,forecasting,"rates (+3.43), risk (+3.19), macro (+2.87)","valuation (-8.55), psychology (-1.92), technology_ai (-0.66)","greater emphasis on rates (+3.43), risk (+3.19), macro (+2.87); less emphasis on valuation (-8.55), psychology (-1.92), technology_ai (-0.66)"
Economic Reality,2016-05-26,The Illusion of Knowledge,2022-09-08,6.3,0.1751,-0.1667,constructive,constructive,forecasting,forecasting,"macro (+3.93), prediction (+3.49), rates (+1.55)","credit (-2.12), politics (-1.43), risk (-0.53)","greater emphasis on macro (+3.93), prediction (+3.49), rates (+1.55); less emphasis on credit (-2.12), politics (-1.43), risk (-0.53)"
Etorre's Wisdom,2002-09-04,More on Repealing the Laws of Economics,2025-06-18,22.8,0.1749,0.3125,constructive,constructive,forecasting,forecasting,"macro (+6.29), politics (+3.87), rates (+2.42)","risk (-1.22), prediction (-0.85), technology_ai (-0.81)","later memo is materially more constructive / bullish in tone; greater emphasis on macro (+6.29), politics (+3.87), rates (+2.42); less emphasis on risk (-1.22), prediction (-0.85), technology_ai (-0.81)"
Latest Thinking,2018-01-23,This Time It’s Different,2026-03-24,8.2,0.1748,-0.0619,constructive,alarmed,forecasting,forecasting,"credit (+6.73), rates (+5.78), macro (+2.71)","risk (-2.70), psychology (-2.16), valuation (-2.07)","stance moves from constructive to alarmed; greater emphasis on credit (+6.73), rates (+5.78), macro (+2.71); less emphasis on risk (-2.70), psychology (-2.16), valuation (-2.07)"
Genius Isn't Enough (and Other Lessons from Long-Term Capital Management),1998-10-09,It’s All Good,2007-07-16,8.8,0.1746,-0.2765,constructive,constructive,warning,warning,"cycles (+5.44), credit (+2.57), valuation (+1.58)","rates (-3.39), politics (-1.04), prediction (-0.59)","later memo is materially more defensive / bearish in tone; greater emphasis on cycles (+5.44), credit (+2.57), valuation (+1.58); less emphasis on rates (-3.39), politics (-1.04), prediction (-0.59)"
You Can't Predict. You Can Prepare.,2001-11-20,Go Figure!,2026-03-24,24.3,0.1743,0.0952,constructive,constructive,forecasting,forecasting,"politics (+8.22), rates (+5.23), uncertainty (+0.70)","cycles (-9.44), macro (-2.64), technology_ai (-2.15)","greater emphasis on politics (+8.22), rates (+5.23), uncertainty (+0.70); less emphasis on cycles (-9.44), macro (-2.64), technology_ai (-2.15)"
Quo Vadis?,2002-07-26,What Can We Do For You?,2012-01-10,9.5,0.1742,0.0378,opportunistic,opportunistic,forecasting,forecasting,"risk (+5.48), uncertainty (+1.40), cycles (+1.03)","rates (-3.39), macro (-2.32), politics (-1.44)","greater emphasis on risk (+5.48), uncertainty (+1.40), cycles (+1.03); less emphasis on rates (-3.39), macro (-2.32), politics (-1.44)"
It Is What It Is,2006-03-27,Coming into Focus,2020-10-13,14.5,0.174,0.0859,opportunistic,opportunistic,forecasting,warning,"rates (+11.29), credit (+8.13), valuation (+7.38)","cycles (-1.25), prediction (-0.89), uncertainty (-0.16)","prediction posture moves from forecasting to warning; greater emphasis on rates (+11.29), credit (+8.13), valuation (+7.38); less emphasis on cycles (-1.25), prediction (-0.89), uncertainty (-0.16)"
Whodunit,2008-02-20,Risk Revisited,2014-09-03,6.5,0.1738,0.3488,constructive,constructive,warning,warning,"risk (+14.35), prediction (+5.39), valuation (+5.01)","rates (-3.30), credit (-1.99), macro (-0.53)","later memo is materially more constructive / bullish in tone; greater emphasis on risk (+14.35), prediction (+5.39), valuation (+5.01); less emphasis on rates (-3.30), credit (-1.99), macro (-0.53)"
"What's It All About, Alpha?",2001-07-11,What Really Matters?,2022-11-22,21.4,0.1736,-0.1351,constructive,constructive,warning,forecasting,"cycles (+1.84), macro (+1.59), uncertainty (+0.84)","risk (-5.63), valuation (-2.52), prediction (-0.32)","prediction posture moves from warning to forecasting; greater emphasis on cycles (+1.84), macro (+1.59), uncertainty (+0.84); less emphasis on risk (-5.63), valuation (-2.52), prediction (-0.32)"
You Can't Predict. You Can Prepare.,2001-11-20,Expert Opinion,2017-01-10,15.1,0.1734,-0.2619,constructive,constructive,forecasting,forecasting,"politics (+5.69), rates (+2.35), uncertainty (+0.64)","cycles (-9.44), macro (-8.06), credit (-3.05)","later memo is materially more defensive / bearish in tone; greater emphasis on politics (+5.69), rates (+2.35), uncertainty (+0.64); less emphasis on cycles (-9.44), macro (-8.06), credit (-3.05)"
Will It Be Different This Time?,1996-11-25,Thinking About Macro,2021-07-29,24.7,0.1733,-0.0801,constructive,constructive,forecasting,forecasting,"rates (+17.81), macro (+13.20), prediction (+1.38)","cycles (-7.89), credit (-2.07), politics (-1.09)","greater emphasis on rates (+17.81), macro (+13.20), prediction (+1.38); less emphasis on cycles (-7.89), credit (-2.07), politics (-1.09)"
Risk and Return Today,2004-10-27,Open and Shut,2010-12-01,6.1,0.1732,-0.2086,opportunistic,opportunistic,warning,warning,"cycles (+5.91), macro (+5.19), psychology (+3.82)","valuation (-7.81), risk (-4.62), uncertainty (-0.36)","later memo is materially more defensive / bearish in tone; greater emphasis on cycles (+5.91), macro (+5.19), psychology (+3.82); less emphasis on valuation (-7.81), risk (-4.62), uncertainty (-0.36)"
What Worries Me,2008-08-28,Knowledge of the Future,2020-04-14,11.6,0.1729,-0.2783,constructive,constructive,forecasting,forecasting,"rates (+6.70), risk (+3.99), credit (+2.19)","valuation (-1.92), technology_ai (-0.29)","later memo is materially more defensive / bearish in tone; greater emphasis on rates (+6.70), risk (+3.99), credit (+2.19); less emphasis on valuation (-1.92), technology_ai (-0.29)"
Notes from New York,2001-09-16,Will It Work?,2009-03-05,7.5,0.1728,0.2946,constructive,constructive,forecasting,forecasting,"politics (+7.86), macro (+2.43), credit (+2.27)","risk (-2.30), technology_ai (-0.41)","later memo is materially more constructive / bullish in tone; greater emphasis on politics (+7.86), macro (+2.43), credit (+2.27); less emphasis on risk (-2.30), technology_ai (-0.41)"
You Can't Predict. You Can Prepare.,2001-11-20,Nobody Knows (Yet Again),2025-04-09,23.4,0.1727,-0.2397,constructive,constructive,forecasting,forecasting,"uncertainty (+3.60), politics (+1.42)","cycles (-9.94), macro (-7.30), rates (-2.47)","later memo is materially more defensive / bearish in tone; greater emphasis on uncertainty (+3.60), politics (+1.42); less emphasis on cycles (-9.94), macro (-7.30), rates (-2.47)"
Hedge Funds: A Case for Caution,2004-10-06,You Bet!,2026-03-24,21.5,0.1726,-0.0119,constructive,constructive,forecasting,forecasting,"uncertainty (+1.69), psychology (+0.36), prediction (+0.18)","valuation (-4.42), rates (-2.66), credit (-0.97)","greater emphasis on uncertainty (+1.69), psychology (+0.36), prediction (+0.18); less emphasis on valuation (-4.42), rates (-2.66), credit (-0.97)"
It’s Not Easy,2015-09-09,I Beg to Differ,2022-07-26,6.9,0.1726,-0.278,constructive,constructive,warning,forecasting,"credit (+0.71), cycles (+0.41)","risk (-9.06), valuation (-5.11), prediction (-2.21)","prediction posture moves from warning to forecasting; later memo is materially more defensive / bearish in tone; greater emphasis on credit (+0.71), cycles (+0.41); less emphasis on risk (-9.06), valuation (-5.11), prediction (-2.21)"
The Realist's Creed,2002-05-31,Yet Again?,2017-09-07,15.3,0.1723,0.0993,constructive,opportunistic,forecasting,forecasting,"valuation (+4.64), politics (+0.84), psychology (+0.52)","macro (-1.63), credit (-1.16), risk (-0.90)","stance moves from constructive to opportunistic; greater emphasis on valuation (+4.64), politics (+0.84), psychology (+0.52); less emphasis on macro (-1.63), credit (-1.16), risk (-0.90)"
Whad’Ya Know?,2003-03-11,What Can We Do For You?,2012-01-10,8.8,0.1722,-0.339,opportunistic,opportunistic,forecasting,forecasting,"risk (+3.47), macro (+3.17), psychology (+2.57)","credit (-5.02), prediction (-1.47), technology_ai (-0.69)","later memo is materially more defensive / bearish in tone; greater emphasis on risk (+3.47), macro (+3.17), psychology (+2.57); less emphasis on credit (-5.02), prediction (-1.47), technology_ai (-0.69)"
Now What?,2008-01-10,This Time It’s Different,2026-03-24,18.2,0.1714,-0.0606,opportunistic,alarmed,forecasting,forecasting,"rates (+7.95), macro (+5.85), politics (+2.10)","credit (-5.35), risk (-4.69), cycles (-1.16)","stance moves from opportunistic to alarmed; greater emphasis on rates (+7.95), macro (+5.85), politics (+2.10); less emphasis on credit (-5.35), risk (-4.69), cycles (-1.16)"
On Uncertain Ground,2012-09-11,Taking the Temperature,2023-07-10,10.8,0.171,-0.0552,constructive,constructive,forecasting,warning,"psychology (+4.00), cycles (+1.63), technology_ai (+1.27)","macro (-10.56), rates (-2.75), uncertainty (-2.19)","prediction posture moves from forecasting to warning; greater emphasis on psychology (+4.00), cycles (+1.63), technology_ai (+1.27); less emphasis on macro (-10.56), rates (-2.75), uncertainty (-2.19)"
The Realist's Creed,2002-05-31,Which Way Now?,2020-03-31,17.8,0.171,0.0618,constructive,constructive,forecasting,forecasting,"macro (+8.56), politics (+3.98), credit (+1.58)","valuation (-1.92), cycles (-1.48), technology_ai (-1.12)","greater emphasis on macro (+8.56), politics (+3.98), credit (+1.58); less emphasis on valuation (-1.92), cycles (-1.48), technology_ai (-1.12)"
Now What?,2008-01-10,Nobody Knows II,2020-03-03,12.1,0.1707,0.0227,opportunistic,constructive,forecasting,forecasting,"macro (+4.51), prediction (+2.28), rates (+1.44)","credit (-11.63), risk (-4.84), cycles (-1.64)","stance moves from opportunistic to constructive; greater emphasis on macro (+4.51), prediction (+2.28), rates (+1.44); less emphasis on credit (-11.63), risk (-4.84), cycles (-1.64)"
Quo Vadis?,2002-07-26,Nobody Knows (Yet Again),2025-04-09,22.7,0.17,0.0936,opportunistic,constructive,forecasting,forecasting,"uncertainty (+3.23), credit (+0.89), prediction (+0.62)","macro (-4.10), rates (-3.77), valuation (-3.77)","stance moves from opportunistic to constructive; greater emphasis on uncertainty (+3.23), credit (+0.89), prediction (+0.62); less emphasis on macro (-4.10), rates (-3.77), valuation (-3.77)"
"Returns, Absolute Returns and Risk",2006-06-13,Ditto,2013-01-07,6.6,0.1699,-0.375,constructive,constructive,warning,warning,"cycles (+7.59), macro (+5.44), risk (+3.71)","valuation (-11.51), technology_ai (-0.27), prediction (-0.25)","later memo is materially more defensive / bearish in tone; greater emphasis on cycles (+7.59), macro (+5.44), risk (+3.71); less emphasis on valuation (-11.51), technology_ai (-0.27), prediction (-0.25)"
Investment Miscellany,2000-11-16,The Seven Worst Words in the World,2018-09-26,17.9,0.1699,0.0333,alarmed,alarmed,warning,warning,"credit (+17.69), rates (+6.68), macro (+3.83)","valuation (-6.28), technology_ai (-3.58), prediction (-1.13)","greater emphasis on credit (+17.69), rates (+6.68), macro (+3.83); less emphasis on valuation (-6.28), technology_ai (-3.58), prediction (-1.13)"
The New Paradigm,2006-10-19,Calibrating,2020-04-06,13.5,0.1699,-0.1929,opportunistic,opportunistic,forecasting,forecasting,"uncertainty (+2.53), macro (+1.58), risk (+1.15)","credit (-7.59), rates (-3.78), valuation (-2.51)","greater emphasis on uncertainty (+2.53), macro (+1.58), risk (+1.15); less emphasis on credit (-7.59), rates (-3.78), valuation (-2.51)"
Tell Me I’m Wrong,2010-01-22,Expert Opinion,2017-01-10,7.0,0.1697,-0.0857,opportunistic,constructive,forecasting,forecasting,"politics (+2.55), psychology (+0.55), prediction (+0.49)","macro (-11.81), rates (-7.34), credit (-4.55)","stance moves from opportunistic to constructive; greater emphasis on politics (+2.55), psychology (+0.55), prediction (+0.49); less emphasis on macro (-11.81), rates (-7.34), credit (-4.55)"
Pigweed,2006-12-07,The Outlook for Equities,2013-03-13,6.3,0.1697,-0.3669,constructive,constructive,warning,warning,"credit (+15.32), risk (+5.26), valuation (+4.60)",uncertainty (-0.74),"later memo is materially more defensive / bearish in tone; greater emphasis on credit (+15.32), risk (+5.26), valuation (+4.60); less emphasis on uncertainty (-0.74)"
Whad’Ya Know?,2003-03-11,Tell Me I’m Wrong,2010-01-22,6.9,0.1696,-0.2196,opportunistic,opportunistic,forecasting,forecasting,"macro (+12.44), rates (+11.89), politics (+2.98)","prediction (-2.34), risk (-1.07), technology_ai (-0.99)","later memo is materially more defensive / bearish in tone; greater emphasis on macro (+12.44), rates (+11.89), politics (+2.98); less emphasis on prediction (-2.34), risk (-1.07), technology_ai (-0.99)"
Getting Lucky,2014-01-16,The Calculus of Value,2025-08-13,11.6,0.1696,0.0332,constructive,constructive,forecasting,forecasting,"valuation (+20.31), psychology (+3.78), risk (+2.43)","cycles (-0.19), uncertainty (-0.18)","greater emphasis on valuation (+20.31), psychology (+3.78), risk (+2.43); less emphasis on cycles (-0.19), uncertainty (-0.18)"
Genius Isn't Enough (and Other Lessons from Long-Term Capital Management),1998-10-09,Ditto,2013-01-07,14.2,0.1696,-0.3182,constructive,constructive,warning,warning,"risk (+9.24), cycles (+5.36), macro (+3.63)","credit (-3.91), rates (-1.52), politics (-0.82)","later memo is materially more defensive / bearish in tone; greater emphasis on risk (+9.24), cycles (+5.36), macro (+3.63); less emphasis on credit (-3.91), rates (-1.52), politics (-0.82)"
Who Knew?,1998-01-08,The Winds of Change,2021-11-23,23.9,0.1692,-0.0325,constructive,constructive,forecasting,forecasting,"politics (+6.02), technology_ai (+3.17), valuation (+1.11)","rates (-5.26), macro (-4.47), psychology (-2.63)","greater emphasis on politics (+6.02), technology_ai (+3.17), valuation (+1.11); less emphasis on rates (-5.26), macro (-4.47), psychology (-2.63)"
Notes from New York,2001-09-16,Knowledge of the Future,2020-04-14,18.6,0.169,0.4643,constructive,constructive,forecasting,forecasting,"rates (+7.63), macro (+6.81), credit (+4.77)",none,"later memo is materially more constructive / bullish in tone; greater emphasis on rates (+7.63), macro (+6.81), credit (+4.77)"
Risk and Return Today,2004-10-27,It’s All a Big Mistake,2012-06-20,7.6,0.1689,0.0744,opportunistic,opportunistic,warning,warning,"valuation (+2.19), psychology (+1.64), credit (+1.49)","risk (-8.25), rates (-5.29), macro (-2.25)","greater emphasis on valuation (+2.19), psychology (+1.64), credit (+1.49); less emphasis on risk (-8.25), rates (-5.29), macro (-2.25)"
"Returns, Absolute Returns and Risk",2006-06-13,A Look Under the Hood,2025-10-28,19.4,0.1686,-0.2917,constructive,constructive,warning,warning,"risk (+4.06), politics (+2.31), macro (+0.89)","valuation (-13.47), credit (-1.56), rates (-1.08)","later memo is materially more defensive / bearish in tone; greater emphasis on risk (+4.06), politics (+2.31), macro (+0.89); less emphasis on valuation (-13.47), credit (-1.56), rates (-1.08)"
"Hey, Steward!!",2004-03-16,Getting Lucky,2014-01-16,9.8,0.1683,-0.378,constructive,constructive,forecasting,forecasting,"valuation (+4.45), credit (+0.42), psychology (+0.37)","rates (-0.98), politics (-0.47)","later memo is materially more defensive / bearish in tone; greater emphasis on valuation (+4.45), credit (+0.42), psychology (+0.37); less emphasis on rates (-0.98), politics (-0.47)"
Open and Shut,2010-12-01,Easy Money,2024-01-09,13.1,0.1683,0.1064,opportunistic,opportunistic,warning,warning,"rates (+22.36), valuation (+4.15), technology_ai (+1.67)","credit (-5.55), risk (-4.72), psychology (-3.99)","greater emphasis on rates (+22.36), valuation (+4.15), technology_ai (+1.67); less emphasis on credit (-5.55), risk (-4.72), psychology (-3.99)"
Nobody Knows II,2020-03-03,This Time It’s Different,2026-03-24,6.1,0.1682,-0.0833,constructive,alarmed,forecasting,forecasting,"rates (+6.51), credit (+6.28), politics (+1.94)","prediction (-1.90), psychology (-1.70), uncertainty (-0.85)","stance moves from constructive to alarmed; greater emphasis on rates (+6.51), credit (+6.28), politics (+1.94); less emphasis on prediction (-1.90), psychology (-1.70), uncertainty (-0.85)"
The Limits to Negativism,2008-10-15,Latest Update,2020-03-19,11.4,0.1681,0.2897,alarmed,alarmed,forecasting,forecasting,"macro (+2.99), rates (+2.00), risk (+1.45)","psychology (-3.70), cycles (-2.29), politics (-2.07)","later memo is materially more constructive / bullish in tone; greater emphasis on macro (+2.99), rates (+2.00), risk (+1.45); less emphasis on psychology (-3.70), cycles (-2.29), politics (-2.07)"
Safety First . . . But Where?,2001-04-10,Something of Value,2021-01-11,19.8,0.1678,-0.2467,opportunistic,opportunistic,forecasting,forecasting,"valuation (+11.54), macro (+2.40), credit (+1.39)","risk (-3.17), cycles (-0.86), prediction (-0.68)","later memo is materially more defensive / bearish in tone; greater emphasis on valuation (+11.54), macro (+2.40), credit (+1.39); less emphasis on risk (-3.17), cycles (-0.86), prediction (-0.68)"
Genius Isn't Enough (and Other Lessons from Long-Term Capital Management),1998-10-09,Risk Revisited,2014-09-03,15.9,0.1677,-0.261,constructive,constructive,warning,warning,"risk (+17.80), valuation (+5.09), prediction (+4.11)","credit (-3.47), cycles (-2.60), rates (-1.98)","later memo is materially more defensive / bearish in tone; greater emphasis on risk (+17.80), valuation (+5.09), prediction (+4.11); less emphasis on credit (-3.47), cycles (-2.60), rates (-1.98)"
Now What?,2008-01-10,Investing Without People,2018-06-18,10.4,0.1672,0.3379,opportunistic,opportunistic,forecasting,forecasting,"valuation (+4.87), prediction (+0.44), technology_ai (+0.33)","credit (-10.33), rates (-7.61), macro (-7.59)","later memo is materially more constructive / bullish in tone; greater emphasis on valuation (+4.87), prediction (+0.44), technology_ai (+0.33); less emphasis on credit (-10.33), rates (-7.61), macro (-7.59)"
Dare to Be Great II,2014-04-08,You Bet!,2026-03-24,12.0,0.1672,0.0482,constructive,constructive,forecasting,forecasting,"uncertainty (+1.59), psychology (+0.36)","risk (-9.86), prediction (-3.20), credit (-1.33)","greater emphasis on uncertainty (+1.59), psychology (+0.36); less emphasis on risk (-9.86), prediction (-3.20), credit (-1.33)"
Will It Be Different This Time?,1996-11-25,Which Way Now?,2020-03-31,23.3,0.1672,0.0068,constructive,constructive,forecasting,forecasting,"risk (+3.02), rates (+2.45), valuation (+1.04)","cycles (-7.59), credit (-2.55), prediction (-2.11)","greater emphasis on risk (+3.02), rates (+2.45), valuation (+1.04); less emphasis on cycles (-7.59), credit (-2.55), prediction (-2.11)"
Are You An Investor or a Speculator?,1997-09-03,The New Paradigm,2006-10-19,9.1,0.1671,0.0955,opportunistic,opportunistic,forecasting,forecasting,credit (+3.27),"macro (-6.21), rates (-6.10), valuation (-5.80)","greater emphasis on credit (+3.27); less emphasis on macro (-6.21), rates (-6.10), valuation (-5.80)"
The Feeling's Mutual,2003-10-02,Déjà Vu All Over Again,2012-03-19,8.5,0.1671,-0.19,opportunistic,opportunistic,forecasting,forecasting,"psychology (+3.88), valuation (+2.52), risk (+2.36)",politics (-0.31),"greater emphasis on psychology (+3.88), valuation (+2.52), risk (+2.36); less emphasis on politics (-0.31)"
Us and Them,2004-05-07,Selling Out,2022-01-13,17.7,0.167,0.1202,opportunistic,opportunistic,forecasting,forecasting,"valuation (+1.18), psychology (+0.34), uncertainty (+0.25)","rates (-8.48), macro (-3.86), risk (-1.17)","greater emphasis on valuation (+1.18), psychology (+0.34), uncertainty (+0.25); less emphasis on rates (-8.48), macro (-3.86), risk (-1.17)"
Pigweed,2006-12-07,What Really Matters?,2022-11-22,16.0,0.1669,-0.0673,constructive,constructive,warning,forecasting,"credit (+2.90), macro (+1.96), cycles (+1.84)",risk (-2.33),"prediction posture moves from warning to forecasting; greater emphasis on credit (+2.90), macro (+1.96), cycles (+1.84); less emphasis on risk (-2.33)"
What’s Behind the Downturn?,2011-09-07,Time for Thinking,2020-08-05,8.9,0.1668,0.2647,constructive,constructive,forecasting,forecasting,"rates (+7.57), macro (+6.89), valuation (+2.17)","risk (-3.07), credit (-2.86), prediction (-2.44)","later memo is materially more constructive / bullish in tone; greater emphasis on rates (+7.57), macro (+6.89), valuation (+2.17); less emphasis on risk (-3.07), credit (-2.86), prediction (-2.44)"
The Feeling's Mutual,2003-10-02,The Winds of Change,2021-11-23,18.1,0.1668,-0.0121,opportunistic,constructive,forecasting,forecasting,"macro (+6.34), politics (+5.71), technology_ai (+2.85)","valuation (-3.90), credit (-0.93)","stance moves from opportunistic to constructive; greater emphasis on macro (+6.34), politics (+5.71), technology_ai (+2.85); less emphasis on valuation (-3.90), credit (-0.93)"
bubble.com,2000-01-02,The Anatomy of a Rally,2020-06-18,20.5,0.1667,0.1786,constructive,constructive,forecasting,forecasting,"rates (+10.22), macro (+6.19), credit (+4.33)","technology_ai (-6.85), valuation (-3.04)","greater emphasis on rates (+10.22), macro (+6.19), credit (+4.33); less emphasis on technology_ai (-6.85), valuation (-3.04)"
You Can't Predict. You Can Prepare.,2001-11-20,Time for Thinking,2020-08-05,18.7,0.1667,-0.3543,constructive,constructive,forecasting,forecasting,"rates (+5.68), credit (+3.00), macro (+1.89)","cycles (-8.35), prediction (-3.17), risk (-0.81)","later memo is materially more defensive / bearish in tone; greater emphasis on rates (+5.68), credit (+3.00), macro (+1.89); less emphasis on cycles (-8.35), prediction (-3.17), risk (-0.81)"
Latest Thinking,2018-01-23,More on Repealing the Laws of Economics,2025-06-18,7.4,0.1666,0.4589,constructive,constructive,forecasting,forecasting,politics (+1.59),"rates (-7.36), macro (-5.76), psychology (-2.71)","later memo is materially more constructive / bullish in tone; greater emphasis on politics (+1.59); less emphasis on rates (-7.36), macro (-5.76), psychology (-2.71)"
Will It Work?,2009-03-05,More on Repealing the Laws of Economics,2025-06-18,16.3,0.1663,0.25,constructive,constructive,forecasting,forecasting,"macro (+3.85), valuation (+2.16), rates (+1.93)","politics (-5.63), psychology (-0.73), credit (-0.50)","later memo is materially more constructive / bullish in tone; greater emphasis on macro (+3.85), valuation (+2.16), rates (+1.93); less emphasis on politics (-5.63), psychology (-0.73), credit (-0.50)"
bubble.com,2000-01-02,Nobody Knows (Yet Again),2025-04-09,25.3,0.1662,0.1293,constructive,constructive,forecasting,forecasting,"macro (+4.16), uncertainty (+3.60), credit (+2.15)","valuation (-7.82), technology_ai (-6.85), risk (-0.97)","greater emphasis on macro (+4.16), uncertainty (+3.60), credit (+2.15); less emphasis on valuation (-7.82), technology_ai (-6.85), risk (-0.97)"
Whad’Ya Know?,2003-03-11,Calibrating,2020-04-06,17.1,0.1662,-0.3054,opportunistic,opportunistic,forecasting,forecasting,"risk (+3.24), uncertainty (+2.33), valuation (+0.56)","credit (-4.61), macro (-1.18), technology_ai (-0.99)","later memo is materially more defensive / bearish in tone; greater emphasis on risk (+3.24), uncertainty (+2.33), valuation (+0.56); less emphasis on credit (-4.61), macro (-1.18), technology_ai (-0.99)"
Genius Isn't Enough (and Other Lessons from Long-Term Capital Management),1998-10-09,Risk,2006-01-19,7.3,0.1662,-0.1782,constructive,constructive,warning,warning,"risk (+20.03), valuation (+4.66), prediction (+0.95)","credit (-6.11), rates (-4.15), cycles (-2.77)","greater emphasis on risk (+20.03), valuation (+4.66), prediction (+0.95); less emphasis on credit (-6.11), rates (-4.15), cycles (-2.77)"
Dare to Be Great II,2014-04-08,The Calculus of Value,2025-08-13,11.3,0.166,0.0682,constructive,constructive,forecasting,forecasting,"valuation (+22.04), psychology (+4.16), macro (+2.63)","risk (-7.74), prediction (-2.27), cycles (-0.37)","greater emphasis on valuation (+22.04), psychology (+4.16), macro (+2.63); less emphasis on risk (-7.74), prediction (-2.27), cycles (-0.37)"
Who Knew?,1998-01-08,More on Repealing the Laws of Economics,2025-06-18,27.4,0.1659,0.1287,constructive,constructive,forecasting,forecasting,"valuation (+4.11), politics (+3.87), risk (+0.95)","macro (-4.52), rates (-3.48), psychology (-2.71)","greater emphasis on valuation (+4.11), politics (+3.87), risk (+0.95); less emphasis on macro (-4.52), rates (-3.48), psychology (-2.71)"
Safety First . . . But Where?,2001-04-10,Calibrating,2020-04-06,19.0,0.1659,-0.3352,opportunistic,opportunistic,forecasting,forecasting,"uncertainty (+2.53), prediction (+1.81), risk (+1.59)","valuation (-3.68), technology_ai (-2.60), macro (-2.05)","later memo is materially more defensive / bearish in tone; greater emphasis on uncertainty (+2.53), prediction (+1.81), risk (+1.59); less emphasis on valuation (-3.68), technology_ai (-2.60), macro (-2.05)"
